Location,Property Type,Bedrooms,Bathrooms,Size,Price (KES),Listing Date,Amenities
Kiambu County - Kenyatta Road,House,3 bedrooms,5,152 m²,70000,16 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Kiambu Road,House,4 bedrooms,3,240 m²,290000,16 February 2026,"Alarm, Aircon, Backup Generator, Walk In Closet, Service Charge Included, Fibre Internet, Balcony, Parking, Gym, BBQ, CCTV, Swimming Pool, Electric Fence, Staff Quarters, Borehole, Wheelchair Access, Gated Community, Garden, Shopping Centre, Bus Stop, Hospital, School"
Nairobi - Lavington,House,3 bedrooms,3,,230000,16 February 2026,"En Suite, Parking, Gated Community, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,6,"0,13 m²",420000,16 February 2026,"Walk In Closet, Service Charge Included, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Lavington,House,5 bedrooms,6,500 m²,590000,16 February 2026,"Walk In Closet, Fibre Internet, En Suite, Alarm, Aircon, Backup Generator, Kids Play Area, Gated Community, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, Balcony, BBQ, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Runda,House,5 bedrooms,3,380 m²,330000,16 February 2026,"Backup Generator, Walk In Closet, Service Charge Included, Fibre Internet, Balcony, Parking, Staff Quarters, BBQ, Wheelchair Access, Garden, Shopping Centre, Bus Stop, Hospital, School"
Nairobi - Runda,House,5 bedrooms,5,,450000,15 February 2026,"Backup Generator, En Suite, Fibre Internet, Balcony, CCTV, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, School, Scenic View, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,5,400 m²,350000,15 February 2026,"En Suite, Fibre Internet, Walk In Closet, Balcony, Parking, Bus Stop, Golf Course, Hospital, Scenic View, School"
Nairobi - Muthaiga,House,4 bedrooms,4,380 m²,370000,15 February 2026,"Aircon, Alarm, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Parking, Staff Quarters, Electric Fence, Borehole, Garden, Kids Play Area, Bus Stop, Golf Course, Shopping Centre, Hospital, Scenic View, School"
Nairobi - Nyari,House,4 bedrooms,5,,450000,15 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Kids Play Area, Gated Community, Shopping Centre, Scenic View, Bus Stop"
Nairobi - Lavington,House,1 bedrooms,1,,38000,03 February 2026,"Service Charge Included, Balcony, Electric Fence, Parking, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Lavington,House,4 bedrooms,4,"0,25 m²",400000,15 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Runda,House,5 bedrooms,6,320 m²,580000,15 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Service Charge Included, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Swimming Pool, Wheelchair Access, Bus Stop, Hospital, Scenic View, School, Sea View, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,"0,13 m²",180000,15 February 2026,"En Suite, Alarm, Service Charge Included, Walk In Closet, Balcony, Staff Quarters, Parking, Garden, Borehole, Gated Community, Electric Fence, Hospital, Scenic View, School, Shopping Centre"
Nairobi - South C,House,4 bedrooms,2,,85000,15 February 2026,"Service Charge Included, Staff Quarters, Parking, Gated Community, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,5,360 m²,250000,14 February 2026,"Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Service Charge Included, Walk In Closet, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Parking, Staff Quarters, Kids Play Area, Gated Community, Wheelchair Access, Shopping Centre, School, Scenic View, Hospital, Golf Course, Bus Stop"
Nairobi - Nyari,House,5 bedrooms,4,2.023 m²,400000,14 February 2026,"En Suite, Fibre Internet, Backup Generator, Alarm, Aircon, Service Charge Included, Walk In Closet, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Staff Quarters, Parking, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, School, Scenic View, Shopping Centre"
Nairobi - Westlands Area,House,4 bedrooms,5,135 m²,500000,14 February 2026,"Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Service Charge Included, Walk In Closet, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Scenic View, Hospital, Golf Course, Bus Stop, School, Shopping Centre"
Nairobi - Loresho,House,5 bedrooms,7,"0,5 m²",950000,14 February 2026,"Backup Generator, Alarm, Aircon, Walk In Closet, Service Charge Included, Serviced, Furnished, Fibre Internet, En Suite, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area, School, Scenic View, Hospital, Golf Course, Bus Stop, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,5,,390000,14 February 2026,"Backup Generator, En Suite, Walk In Closet, Balcony, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Garden, Wheelchair Access, Bus Stop, Shopping Centre, Golf Course, Hospital, School"
Nairobi - Lavington,House,5 bedrooms,6,,450000,14 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Scenic View, Hospital, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,6,,450000,14 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Ridgeways,House,4 bedrooms,4,5.000 m²,325000,14 February 2026,"En Suite, Walk In Closet, Balcony, Electric Fence, Garden, Parking, BBQ, Kids Play Area, Golf Course, Hospital, School, Shopping Centre"
Nairobi - Kileleshwa,House,5 bedrooms,5,648 m²,483000,14 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Gated Community, Wheelchair Access, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,5,420 m²,380000,14 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,4,300 m²,350000,14 February 2026,"Alarm, Backup Generator, En Suite, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area"
Nairobi - Lower Kabete,House,5 bedrooms,6,"836,1 m²",710000,14 February 2026,"Alarm, En Suite, Walk In Closet, Backup Generator, Fibre Internet, Balcony, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Gated Community, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Karen,House,4 bedrooms,4,,300000,14 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Balcony, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Hospital, School, Scenic View, Shopping Centre"
Nairobi - Kyuna,House,4 bedrooms,4,300 m²,250000,14 February 2026,"Alarm, En Suite, Service Charge Included, Walk In Closet, Balcony, Electric Fence, Borehole, Garden, Parking, Gated Community, Kids Play Area"
Nairobi - Kiambu Road,House,4 bedrooms,4,449 m²,250000,13 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Westlands Area,House,5 bedrooms,3,234 m²,200000,14 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, BBQ, CCTV, Garden, Parking, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Nyari,House,5 bedrooms,6,2.023 m²,400000,14 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Gated Community, Staff Quarters, Parking, Garden, Borehole, Electric Fence, BBQ, CCTV, Balcony, Kids Play Area, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Karen,House,3 bedrooms,2,,270000,14 February 2026,"Backup Generator, En Suite, Service Charge Included, Fibre Internet, Balcony, Garden, Parking, Gated Community"
Nairobi - Nyari,House,2 bedrooms,2,380 m²,275000,14 February 2026,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Balcony, Electric Fence, Borehole, Garden, Gated Community, Parking, Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School"
Nairobi - Lavington,House,5 bedrooms,5,695 m²,410000,14 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Karen,House,4 bedrooms,3,,220000,14 February 2026,"En Suite, Fibre Internet, Borehole, Garden, Parking, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, School, Shopping Centre"
Nairobi - Kitisuru,House,5 bedrooms,5,288 m²,410000,14 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Swimming Pool, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Muthaiga,House,2 bedrooms,2,,450844,14 February 2026,"En Suite, Backup Generator, Fibre Internet, Parking, Electric Fence, Garden, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,"0,13 m²",450000,14 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Kilimani,House,3 bedrooms,3,,140000,14 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Serviced, Service Charge Included, Walk In Closet, Balcony, CCTV, BBQ, Electric Fence, Borehole, Garden, Parking, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre"
Nairobi - Karen,House,5 bedrooms,6,,360000,14 February 2026,"Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, Parking, BBQ, Staff Quarters, Electric Fence, Wheelchair Access, Borehole, Garden, Gated Community, Bus Stop, Shopping Centre, Golf Course, Hospital, School, Scenic View"
Nairobi - Kyuna,House,4 bedrooms,3,,400000,13 February 2026,"Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Service Charge Included, Walk In Closet, Borehole, Electric Fence, CCTV, BBQ, Balcony, Staff Quarters, Parking, Garden, Wheelchair Access, Gated Community, Kids Play Area, School, Scenic View, Hospital, Golf Course, Bus Stop, Shopping Centre"
Nairobi - Karen,House,3 bedrooms,2,,150000,13 February 2026,"En Suite, Fibre Internet, Balcony, BBQ, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School"
Nairobi - Kyuna,House,5 bedrooms,4,,400000,13 February 2026,
Nairobi - Lavington,House,5 bedrooms,7,500 m²,590000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,6,,395000,04 February 2026,"Aircon, Service Charge Included, Walk In Closet, Fibre Internet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Gated Community, Wheelchair Access, Bus Stop, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Loresho,House,5 bedrooms,5,296 m²,430000,13 February 2026,"Backup Generator, En Suite, Serviced, Walk In Closet, Balcony, BBQ, Garden, Parking, Staff Quarters, Kids Play Area, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Loresho,House,3 bedrooms,3,296 m²,412800,13 February 2026,"En Suite, Parking, Garden, Staff Quarters, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Lavington,House,4 bedrooms,5,526 m²,350000,13 February 2026,"Aircon, Alarm, Service Charge Included, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Gated Community, Garden, Wheelchair Access, Borehole, Electric Fence, Staff Quarters, CCTV, Parking, BBQ, Balcony, Kids Play Area, Bus Stop, Shopping Centre, Hospital, Scenic View, School"
Nairobi - Runda,House,3 bedrooms,,,120000,24 December 2025,"Furnished, Serviced, Balcony, Parking, CCTV, Gated Community, Electric Fence, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,4 bedrooms,4,"0,13 m²",280000,13 February 2026,"Backup Generator, En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Serviced, Alarm, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Kids Play Area, Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School"
Nairobi - Kileleshwa,House,5 bedrooms,6,,300000,29 January 2026,"Backup Generator, En Suite, Service Charge Included, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, School, Hospital, Shopping Centre"
Nairobi - Runda,House,2 bedrooms,3,2.300 m²,200000,15 December 2025,"Aircon, Alarm, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Furnished, Balcony, BBQ, Parking, Kids Play Area, CCTV, Electric Fence, Wheelchair Access, Garden, Gated Community, Borehole, Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School"
Nairobi - Runda,House,4 bedrooms,4,270 m²,280000,02 February 2026,"Aircon, Alarm, Backup Generator, Service Charge Included, Walk In Closet, En Suite, Fibre Internet, Furnished, Balcony, BBQ, Parking, Staff Quarters, CCTV, Kids Play Area, Swimming Pool, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden, Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School"
Nairobi - Gigiri,House,4 bedrooms,5,380 m²,380000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Nyari,House,4 bedrooms,4,"0,4 m²",250000,13 February 2026,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Aircon, Alarm, Kids Play Area, Gated Community, Staff Quarters, Parking, Gym, Garden, Borehole, CCTV, Electric Fence, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Gigiri,House,4 bedrooms,5,380 m²,450000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Nyari,House,5 bedrooms,6,380 m²,350000,13 February 2026,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Bus Stop, Scenic View, School, Shopping Centre"
Nairobi - Spring Valley,House,4 bedrooms,5,,280000,13 February 2026,"Walk In Closet, En Suite, Backup Generator, Aircon, Alarm, Kids Play Area, Gated Community, Swimming Pool, Wheelchair Access, Staff Quarters, Parking, Gym, Electric Fence, Borehole, Garden, CCTV, Balcony, BBQ, Shopping Centre, School, Golf Course, Hospital, Scenic View, Bus Stop"
Nairobi - Kitisuru,House,2 bedrooms,2,,265000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Kyuna,House,5 bedrooms,5,,400000,13 February 2026,"Walk In Closet, Fibre Internet, En Suite, Alarm, Aircon, Kids Play Area, Wheelchair Access, Staff Quarters, Parking, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony, Shopping Centre, School, Hospital, Bus Stop"
Nairobi - Lower Kabete,House,2 bedrooms,2,,170000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Loresho,House,4 bedrooms,5,,970000,13 February 2026,"Backup Generator, Walk In Closet, En Suite, Fibre Internet, Furnished, Balcony, Gym, Parking, Staff Quarters, Swimming Pool, Electric Fence, Garden, Gated Community, Scenic View"
Kiambu County - Tigoni,House,4 bedrooms,4,,270000,13 February 2026,"Fibre Internet, En Suite, Backup Generator, Alarm, Service Charge Included, Walk In Closet, Balcony, BBQ, Electric Fence, Garden, Gated Community, Borehole, Staff Quarters, Parking, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Machakos County - Syokimau,House,5 bedrooms,5,,125000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Garden, Borehole, Bus Stop, Shopping Centre, Hospital, School"
Machakos County - Syokimau,House,5 bedrooms,5,,125000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Garden, Borehole, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Rosslyn,House,5 bedrooms,5,2.024 m²,500000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Garden, Borehole, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Muthaiga,House,2 bedrooms,2,,387000,13 February 2026,"Alarm, Backup Generator, En Suite, Electric Fence, Garden"
Nairobi - Karen,House,3 bedrooms,3,118 m²,150000,13 February 2026,"Fibre Internet, Walk In Closet, Alarm, Service Charge Included, En Suite, Balcony, BBQ, CCTV, Electric Fence, Garden, Gated Community, Staff Quarters, Parking, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,4 bedrooms,3,293 m²,200000,13 February 2026,"Service Charge Included, En Suite, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Karen,House,4 bedrooms,3,,200000,13 February 2026,"Fibre Internet, Walk In Closet, Service Charge Included, Alarm, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Kiambu Road,House,4 bedrooms,3,390 m²,350000,13 February 2026,"Fibre Internet, Walk In Closet, Service Charge Included, Alarm, Balcony, BBQ, CCTV, Borehole, Garden, Staff Quarters, Parking, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,6 bedrooms,6,695 m²,450000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Kileleshwa,House,2 bedrooms,2,87 m²,150000,13 February 2026,"Backup Generator, Service Charge Included, Electric Fence, CCTV, Borehole, Garden, Parking, Gated Community, Kids Play Area, Hospital, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,,400000,13 February 2026,"Backup Generator, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, School, Shopping Centre"
Nairobi - Spring Valley,House,4 bedrooms,4,,400000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Kiambu County - Tigoni,House,3 bedrooms,2,320 m²,150000,13 February 2026,"Fibre Internet, Walk In Closet, Service Charge Included, Balcony, BBQ, Garden, Gated Community, Staff Quarters, Parking, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,320 m²,250000,13 February 2026,"Backup Generator, En Suite, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Muthaiga,House,3 bedrooms,2,,520000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Balcony, Gym, Parking, CCTV, Electric Fence, Borehole, Garden, Gated Community, Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School"
Nairobi - Kyuna,House,5 bedrooms,4,,400000,13 February 2026,"Backup Generator, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area, Hospital, School, Shopping Centre"
Nairobi - Garden Estate,House,4 bedrooms,4,,62000000,13 February 2026,"Backup Generator, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, School, Shopping Centre, Hospital, Golf Course"
Nairobi - Lavington,House,5 bedrooms,6,,450000,13 February 2026,"Backup Generator, En Suite, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Hospital, School, Shopping Centre"
Nairobi - Runda,House,4 bedrooms,4,,387000,13 February 2026,"Backup Generator, En Suite, Electric Fence, Garden, Parking, Staff Quarters, Shopping Centre, Hospital, Golf Course"
Nairobi - Spring Valley,House,3 bedrooms,2,,450000,13 February 2026,"En Suite, Backup Generator, Fibre Internet, Service Charge Included, Electric Fence, Garden, Parking, Gated Community, CCTV, Borehole, Bus Stop, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,,774000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Swimming Pool, Gated Community, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,5 bedrooms,5,695 m²,420000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Kiambu Road,House,4 bedrooms,4,219 m²,170000,13 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Hospital, Golf Course, Scenic View, School, Shopping Centre"
Nairobi - Kiambu Road,House,4 bedrooms,4,219 m²,170000,13 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Gated Community, Bus Stop, Hospital, Golf Course, Scenic View, School, Shopping Centre"
Nairobi - Kitisuru,House,4 bedrooms,4,,700000,13 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Karen,House,4 bedrooms,4,450 m²,290000,13 February 2026,"En Suite, Fibre Internet, Service Charge Included, Garden, Parking, Staff Quarters, Gated Community, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Kyuna,House,4 bedrooms,4,"0,13 m²",300000,13 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area, Bus Stop, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,,450000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Kiambu Road,House,4 bedrooms,5,300 m²,280000,13 February 2026,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Gated Community, Kids Play Area, Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre"
Nairobi - Lavington,House,5 bedrooms,5,399 m²,350000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,5 bedrooms,5,,420000,13 February 2026,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, Parking, Staff Quarters, Borehole, Garden, Bus Stop, Shopping Centre, Hospital, School"
Nairobi - Lavington,House,4 bedrooms,4,,650000,13 February 2026,"Alarm, Aircon, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area, Hospital, Scenic View, School, Shopping Centre"
